type,term,unicode,source_definition,learner_definition_en,learner_definition_status,ai_review_status,review_notes
word,黃河象,U+9EC3 U+6CB3 U+8C61,,Yellow River elephant,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,塑像,U+5851 U+50CF,,statue,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,微微,U+5FAE U+5FAE,,slightly; gently,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,搖頭,U+6416 U+982D,,shake one's head,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,暖和,U+6696 U+548C,,warm,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,節拍,U+7BC0 U+62CD,,beat; rhythm,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,聖誕樹,U+8056 U+8A95 U+6A39,,Christmas tree,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,試試,U+8A66 U+8A66,,try,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,賈島,U+8CC8 U+5CF6,,Jia Dao,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,跳動,U+8DF3 U+52D5,,jump; beat,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,運出,U+904B U+51FA,,carry out; transport out,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,運動員,U+904B U+52D5 U+54E1,,athlete,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,電碼,U+96FB U+78BC,,code; telegraph code,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,電燈,U+96FB U+71C8,,electric light,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,鼓膜,U+9F13 U+819C,,eardrum,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,圖式,U+5716 U+5F0F,,diagram; pattern,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,奪取,U+596A U+53D6,,seize; take,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,敲擊,U+6572 U+64CA,,knock; strike,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,構圖,U+69CB U+5716,,composition; layout,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,種樹,U+7A2E U+6A39,,plant trees,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,精采,U+7CBE U+91C7,,wonderful; excellent,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,趕到,U+8D95 U+5230,,hurry to; arrive,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,輕蔑,U+8F15 U+8511,,scorn; contempt,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,輕聲,U+8F15 U+8072,,softly; low voice,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,鳳蘭,U+9CF3 U+862D,,Fenglan,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,劉少奇,U+5289 U+5C11 U+5947,,Liu Shaoqi,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,嘩嘩,U+5629 U+5629,,a rushing sound,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,寫生,U+5BEB U+751F,,draw from life,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,慶祝,U+6176 U+795D,,celebrate,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,摩擦力,U+6469 U+64E6 U+529B,,frictional force,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,播種,U+64AD U+7A2E,,sow seeds,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,模擬,U+6A21 U+64EC,,simulate; imitation,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,稿件,U+7A3F U+4EF6,,manuscript; draft,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,蝙蝠,U+8759 U+8760,,bat,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,輪子,U+8F2A U+5B50,,wheel,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,輪唱,U+8F2A U+5531,,round (singing),approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,適用,U+9069 U+7528,,suitable for use,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,鄭成功,U+912D U+6210 U+529F,,Zheng Chenggong,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,擋住,U+64CB U+4F4F,,block; stop,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,整體,U+6574 U+9AD4,,whole; entirety,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,樹苗,U+6A39 U+82D7,,tree seedling,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,橡膠,U+6A61 U+81A0,,rubber,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,橋洞,U+6A4B U+6D1E,,space under a bridge,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,燈籠,U+71C8 U+7C60,,lantern,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,積累,U+7A4D U+7D2F,,accumulate,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,積雪,U+7A4D U+96EA,,snow cover,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,醒來,U+9192 U+4F86,,wake up,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,錄音,U+9304 U+97F3,,record sound,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,錄像機,U+9304 U+50CF U+6A5F,,video recorder,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,雕刻,U+96D5 U+523B,,carve; sculpture,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
